income,investment_percentage,goal,risk,return_rate,Goal_Feasibility,Duration_to_Achieve_Goal,Type_of_Goal
266687,16,long,medium,8.024595583,Not Feasible,9,Buy a car
735451,26,medium,high,10.98450281,Not Feasible,13,Buy home appliances
117450,16,medium,high,10.38706913,Not Feasible,13,Save for higher education
181890,10,medium,medium,8.823060669,Not Feasible,10,Save for higher education
448741,48,short,high,10.03633182,Not Feasible,7,Go on a vacation
291974,13,medium,high,14.1442113,Not Feasible,12,Build an emergency fund
944933,41,medium,medium,6.68376067,Not Feasible,10,Travel abroad for holiday
410109,7,short,low,2.396891386,Not Feasible,13,Upgrade clothing
126381,38,short,high,12.52840036,Not Feasible,7,Buy a laptop
483125,12,short,high,14.86304919,Not Feasible,8,Buy fancy shoes
581621,14,long,low,4.207148834,Not Feasible,7,Save for children's education
144508,45,medium,medium,8.800478769,Not Feasible,11,Buy a motorcycle
739650,46,medium,medium,7.03509968,Not Feasible,8,Travel abroad for holiday
872645,47,medium,high,12.25018824,Not Feasible,14,Buy a motorcycle
409111,13,short,high,14.21809141,Not Feasible,7,Pay off a small loan
160810,18,medium,medium,5.420420907,Not Feasible,7,Save for higher education
302890,41,long,high,10.2740897,Not Feasible,12,Buy a car
583665,31,medium,medium,8.446517784,Not Feasible,12,Travel abroad for holiday
975908,45,medium,medium,6.362922625,Not Feasible,9,Save for higher education
850477,36,short,medium,9.996551557,Not Feasible,7,Upgrade clothing
370032,8,long,high,14.9718073,Not Feasible,10,Save for a house down payment
967294,6,medium,medium,8.213754633,Not Feasible,11,Travel abroad for holiday
379599,37,short,low,3.388624397,Not Feasible,9,Go on a vacation
670960,25,long,low,2.023457541,Not Feasible,8,Build a retirement fund
760020,5,long,medium,8.009569045,Not Feasible,13,Build a retirement fund
889611,48,short,low,2.268326663,Not Feasible,10,Buy fancy shoes
181836,15,short,medium,9.520253381,Not Feasible,13,Buy fancy shoes
739903,5,short,high,10.57328823,Not Feasible,8,Buy a laptop
55714,15,short,high,10.49652122,Not Feasible,14,Pay off a small loan
984339,11,short,high,13.60032416,Not Feasible,14,Buy fancy shoes
637234,6,short,medium,5.764500077,Not Feasible,10,Purchase a smartphone
906048,19,medium,medium,7.930423243,Not Feasible,9,Buy home appliances
640271,12,short,low,4.386967006,Not Feasible,8,Upgrade clothing
476960,30,short,low,2.006743161,Not Feasible,10,Purchase a smartphone
721851,44,long,high,10.7619886,Not Feasible,12,Save for a house down payment
134123,46,long,medium,5.890442961,Not Feasible,8,Build a retirement fund
946093,39,long,low,3.66218822,Not Feasible,10,Save for children's education
315628,45,short,high,13.99191319,Not Feasible,11,Buy a laptop
92989,45,short,medium,9.301690261,Not Feasible,14,Buy fancy shoes
308356,25,medium,low,2.18841608,Not Feasible,12,Build an emergency fund
839957,42,medium,low,3.525421348,Not Feasible,12,Buy home appliances
188274,12,medium,low,4.608940621,Not Feasible,9,Take a professional certification course
697995,47,medium,low,2.213363095,Not Feasible,11,Buy home appliances
335352,36,short,high,10.12966416,Not Feasible,12,Go on a vacation
830260,12,long,high,10.23507895,Not Feasible,14,Build a retirement fund
421927,48,short,low,4.794300573,Not Feasible,11,Upgrade clothing
799852,14,short,medium,6.996000129,Not Feasible,14,Go on a vacation
893184,27,short,medium,5.301228979,Not Feasible,7,Upgrade clothing
141373,8,short,medium,9.980138167,Not Feasible,8,Buy fancy shoes
448452,42,long,high,14.7716444,Not Feasible,11,Save for a house down payment
125294,34,long,medium,7.089349632,Not Feasible,14,Save for children's education
469451,45,medium,medium,5.516012359,Not Feasible,10,Build an emergency fund
981744,27,short,medium,8.717208389,Not Feasible,9,Pay off a small loan
658307,9,medium,medium,5.299836938,Not Feasible,7,Take a professional certification course
75726,25,long,high,13.13864838,Not Feasible,14,Buy a car
151564,10,long,medium,8.808153666,Not Feasible,9,Buy a car
387812,21,medium,low,2.63750573,Not Feasible,14,Travel abroad for holiday
278246,29,long,high,14.7171155,Not Feasible,7,Start a business
715696,28,long,medium,9.978934942,Not Feasible,10,Save for children's education
128015,26,short,low,3.076396877,Not Feasible,14,Upgrade clothing
750674,17,short,high,14.81836567,Not Feasible,11,Purchase a smartphone
264079,21,long,low,2.695000713,Not Feasible,11,Save for a house down payment
560929,18,long,medium,9.010263922,Not Feasible,13,Save for children's education
699944,38,medium,medium,8.704275468,Not Feasible,7,Travel abroad for holiday
698105,30,medium,medium,5.206671342,Not Feasible,11,Buy a motorcycle
523758,23,long,low,2.777707748,Not Feasible,10,Build a retirement fund
950597,30,short,high,11.92329038,Not Feasible,14,Upgrade clothing
993609,7,short,low,2.043888775,Not Feasible,11,Pay off a small loan
375890,6,medium,low,4.842673449,Not Feasible,8,Save for higher education
455101,32,short,low,2.63784258,Not Feasible,11,Upgrade clothing
46631,6,short,medium,9.62604836,Not Feasible,7,Pay off a small loan
776577,26,medium,low,3.319726973,Not Feasible,7,Buy home appliances
82991,11,medium,low,2.382199337,Not Feasible,11,Buy a motorcycle
14014,8,short,low,3.284710257,Not Feasible,13,Upgrade clothing
283237,42,medium,high,13.06548836,Not Feasible,11,Buy a motorcycle
28070,43,long,low,3.423952736,Not Feasible,10,Invest in a property
832209,24,medium,low,2.953570398,Not Feasible,8,Take a professional certification course
66958,10,long,medium,9.072278996,Not Feasible,12,Buy a car
92074,13,long,low,4.867801001,Not Feasible,11,Invest in a property
545017,35,long,low,2.285781232,Not Feasible,13,Buy a car
765073,30,medium,medium,7.746757503,Not Feasible,8,Buy a motorcycle
186089,40,medium,low,2.955003757,Not Feasible,7,Travel abroad for holiday
207392,30,medium,low,4.240334429,Not Feasible,10,Buy home appliances
168823,32,long,high,13.17408748,Not Feasible,11,Invest in a property
640152,9,medium,high,10.13842201,Not Feasible,9,Save for higher education
403002,14,short,low,3.905438029,Not Feasible,13,Buy fancy shoes
743429,22,short,high,13.62164664,Not Feasible,9,Buy a laptop
508863,19,medium,low,4.311914512,Not Feasible,12,Build an emergency fund
377654,37,long,high,14.45473615,Not Feasible,7,Build a retirement fund
589036,9,medium,low,4.835964497,Not Feasible,7,Save for higher education
540089,41,short,high,11.33413981,Not Feasible,9,Go on a vacation
160262,44,long,low,3.984343374,Not Feasible,14,Build a retirement fund
452905,26,medium,medium,7.784603768,Not Feasible,9,Build an emergency fund
245362,26,medium,medium,9.106770722,Not Feasible,8,Take a professional certification course
454209,26,long,low,2.114283074,Not Feasible,7,Build a retirement fund
563880,19,long,high,12.04847736,Not Feasible,9,Save for a house down payment
807079,21,short,medium,6.713015074,Not Feasible,13,Purchase a smartphone
674076,49,medium,high,13.26431799,Not Feasible,14,Save for higher education
229963,32,short,high,12.08999509,Not Feasible,9,Buy a laptop
490761,26,short,medium,6.968312802,Not Feasible,14,Purchase a smartphone
258710,25,long,medium,6.877439092,Not Feasible,10,Invest in a property
230984,46,medium,high,14.12883308,Not Feasible,12,Buy home appliances
907059,21,short,low,3.450110999,Not Feasible,9,Upgrade clothing
866748,9,short,medium,6.997535482,Not Feasible,9,Pay off a small loan
792355,22,long,low,4.597407282,Not Feasible,14,Save for children's education
274512,21,medium,low,2.005421105,Not Feasible,9,Build an emergency fund
611863,8,medium,medium,6.593784133,Not Feasible,11,Buy home appliances
278799,11,short,low,4.021523472,Not Feasible,9,Pay off a small loan
247549,29,long,low,2.313600688,Not Feasible,14,Save for children's education
604319,41,medium,low,3.738580606,Not Feasible,14,Buy home appliances
494299,44,medium,low,3.347584346,Not Feasible,12,Save for higher education
622210,44,short,high,13.34534221,Not Feasible,14,Upgrade clothing
458982,47,medium,low,3.592352283,Not Feasible,7,Build an emergency fund
134046,13,medium,low,2.584205993,Not Feasible,11,Build an emergency fund
416619,23,medium,low,2.398199372,Not Feasible,11,Buy home appliances
42097,13,medium,low,2.919395319,Not Feasible,14,Buy a motorcycle
676326,27,short,high,14.71322823,Not Feasible,10,Buy a laptop
659150,35,medium,high,11.05031204,Not Feasible,13,Buy a motorcycle
240229,36,medium,high,12.30621776,Not Feasible,11,Save for higher education
128834,35,long,medium,9.750534469,Not Feasible,12,Save for a house down payment
103848,21,short,medium,6.010076245,Not Feasible,14,Go on a vacation
62921,43,medium,high,11.22288054,Not Feasible,9,Buy home appliances
715086,26,long,medium,7.390926937,Not Feasible,10,Invest in a property
660429,39,short,high,10.52520064,Not Feasible,13,Upgrade clothing
715660,34,medium,low,2.240364298,Not Feasible,14,Take a professional certification course
294821,44,long,high,11.51254294,Not Feasible,10,Buy a car
65609,41,short,high,10.71474992,Not Feasible,8,Purchase a smartphone
237897,30,medium,medium,7.133248225,Not Feasible,11,Buy a motorcycle
984165,10,long,high,10.54217254,Not Feasible,10,Start a business
41024,38,short,low,3.762277143,Not Feasible,8,Purchase a smartphone
80313,36,long,high,12.46316633,Not Feasible,10,Build a retirement fund
399957,29,long,high,12.96259027,Not Feasible,11,Start a business
194078,17,medium,high,14.50435562,Not Feasible,11,Take a professional certification course
367429,42,long,high,11.72607024,Not Feasible,12,Start a business
942842,42,medium,medium,6.341953295,Not Feasible,7,Travel abroad for holiday
471243,6,medium,medium,7.87119389,Not Feasible,9,Travel abroad for holiday
123632,9,long,medium,6.235019925,Not Feasible,9,Invest in a property
947012,15,long,high,10.33262221,Not Feasible,9,Start a business
261451,15,long,low,2.176252408,Not Feasible,14,Start a business
13051,28,long,medium,5.331199839,Not Feasible,7,Build a retirement fund
714107,18,short,low,2.712299531,Not Feasible,7,Pay off a small loan
386836,49,medium,medium,8.648982021,Not Feasible,8,Buy home appliances
621523,34,long,low,2.461891085,Not Feasible,9,Save for a house down payment
981525,44,short,high,11.28884386,Not Feasible,8,Pay off a small loan
731772,48,long,high,14.29901675,Not Feasible,8,Buy a car
199407,39,short,medium,7.184311122,Not Feasible,10,Upgrade clothing
459395,25,medium,low,2.123952737,Not Feasible,9,Save for higher education
959597,9,long,high,11.23702922,Not Feasible,7,Build a retirement fund
472894,42,short,high,11.50529647,Not Feasible,13,Pay off a small loan
221810,6,short,high,10.92565549,Not Feasible,14,Upgrade clothing
967238,44,medium,medium,9.834668258,Not Feasible,8,Take a professional certification course
737975,41,long,low,3.219540332,Not Feasible,9,Save for children's education
83523,38,long,medium,6.978029894,Not Feasible,13,Buy a car
770463,15,medium,low,4.932956165,Not Feasible,12,Buy home appliances
104476,40,medium,medium,7.744705976,Not Feasible,12,Build an emergency fund
243841,15,medium,high,10.41258047,Not Feasible,13,Build an emergency fund
813451,13,short,low,3.330487742,Not Feasible,12,Buy fancy shoes
880045,10,short,medium,8.27172573,Not Feasible,11,Buy fancy shoes
232866,38,medium,high,12.85107587,Not Feasible,9,Take a professional certification course
96672,41,long,high,14.22587149,Not Feasible,8,Build a retirement fund
608135,36,short,low,4.888508422,Not Feasible,12,Pay off a small loan
354894,16,medium,medium,5.293723983,Not Feasible,11,Save for higher education
744994,49,short,high,11.27638907,Not Feasible,9,Pay off a small loan
38251,36,short,low,4.699081856,Not Feasible,11,Upgrade clothing
637769,21,medium,low,4.61630435,Not Feasible,14,Take a professional certification course
384710,8,long,high,10.08055859,Not Feasible,8,Save for a house down payment
560233,46,long,medium,7.888203062,Not Feasible,13,Start a business
887284,37,short,low,2.958550415,Not Feasible,12,Buy fancy shoes
42217,47,long,high,12.65273271,Not Feasible,12,Buy a car
18308,47,long,high,11.09988601,Not Feasible,14,Buy a car
278093,13,medium,high,13.52873929,Not Feasible,10,Take a professional certification course
193062,38,medium,medium,6.656793218,Not Feasible,12,Save for higher education
404366,43,medium,medium,8.210457206,Not Feasible,13,Buy a motorcycle
754840,34,long,low,2.225939976,Not Feasible,13,Buy a car
110235,24,long,low,4.88867391,Not Feasible,9,Start a business
84740,43,medium,high,11.26677459,Not Feasible,10,Buy home appliances
388496,27,long,low,3.223039195,Not Feasible,11,Start a business
863049,45,medium,high,11.9046288,Not Feasible,14,Build an emergency fund
760201,48,short,low,3.787895526,Not Feasible,9,Purchase a smartphone
813328,39,short,medium,5.530465235,Not Feasible,14,Pay off a small loan
927230,27,long,medium,6.668980281,Not Feasible,7,Invest in a property
187247,43,long,high,14.40350917,Not Feasible,14,Save for a house down payment
673165,27,long,low,3.193288324,Not Feasible,10,Save for a house down payment
539525,41,long,low,2.712816116,Not Feasible,13,Build a retirement fund
30056,27,short,low,4.709255514,Not Feasible,10,Buy a laptop
186615,43,medium,high,12.92028766,Not Feasible,11,Buy a motorcycle
197628,32,short,low,3.249037612,Not Feasible,14,Upgrade clothing
648836,23,medium,medium,9.690498097,Not Feasible,8,Travel abroad for holiday
383632,34,long,low,4.094623069,Not Feasible,13,Build a retirement fund
144415,25,medium,medium,8.347863409,Not Feasible,7,Build an emergency fund
416716,28,medium,low,2.982735688,Not Feasible,8,Travel abroad for holiday
456438,25,medium,high,12.79868742,Not Feasible,9,Take a professional certification course
563663,30,medium,high,12.34796321,Not Feasible,13,Buy a motorcycle
675022,40,short,low,3.197450458,Not Feasible,8,Buy a laptop
551252,30,long,low,2.01970099,Not Feasible,14,Build a retirement fund
647717,37,long,medium,6.470035592,Not Feasible,10,Build a retirement fund
262764,40,medium,high,14.89709375,Not Feasible,7,Buy a motorcycle
724998,8,long,low,4.340975114,Not Feasible,9,Buy a car
476882,13,short,high,13.0746258,Not Feasible,9,Pay off a small loan
750427,12,medium,high,12.0842417,Not Feasible,10,Buy a motorcycle
522153,6,long,low,2.230743787,Not Feasible,8,Invest in a property
77215,33,long,low,3.828360436,Not Feasible,9,Invest in a property
865474,27,medium,low,2.817097826,Not Feasible,9,Buy home appliances
154356,10,short,low,3.728453322,Not Feasible,9,Go on a vacation
213861,47,medium,medium,9.734943924,Not Feasible,14,Travel abroad for holiday
365612,40,medium,low,4.357961604,Not Feasible,13,Travel abroad for holiday
464605,25,long,medium,9.802785682,Not Feasible,12,Save for a house down payment
19435,26,long,low,4.513162157,Not Feasible,14,Save for a house down payment
457556,13,medium,high,10.43811177,Not Feasible,7,Travel abroad for holiday
709438,38,medium,low,2.290657278,Not Feasible,14,Build an emergency fund
875264,30,long,medium,8.385877751,Not Feasible,14,Save for a house down payment
585581,5,medium,low,3.969152503,Not Feasible,10,Take a professional certification course
88781,40,short,low,3.139679039,Not Feasible,9,Purchase a smartphone
201475,48,medium,high,10.26808049,Not Feasible,14,Build an emergency fund
170196,9,short,high,13.56885036,Not Feasible,7,Go on a vacation
236507,45,medium,medium,5.524643601,Not Feasible,13,Buy home appliances
316063,26,medium,low,3.906228416,Not Feasible,13,Build an emergency fund
